id,national_id,first_name,last_name,passenger_gender,weight_in_pounds,height_in_inches
1219,169475822,Juan,Roth,M,264.4,65.4
1220,859401499,Richard,Nix,M,154.8,62.6
1221,464815382,Joseph,Eastman,M,276.1,75.3
1222,426280222,Timothy,Eddy,M,182.3,67.7
1223,628896942,Robert,Moultrie,M,172.3,72.1
1224,523677782,James,Farber,M,167.6,71.1
1225,984813832,Michael,Hindle,M,180.7,82.6
1226,537459246,Jose,Day,M,228.3,78.4
1227,699005833,Ivan,Urbine,M,265.4,63.1
1228,832591447,David,Lamas,M,168.6,81.2
1229,118410998,Anthony,Benson,M,238.7,76.3
1230,774439351,Jaime,Whitley,M,228.9,68.9
1231,352940224,Craig,Rainey,M,254.4,72.6
1232,738649852,Kurt,Wyatt,M,278.1,76.9
1233,420847218,Philip,Morgan,M,244.8,82.7
1234,757869539,Richard,Martinez,M,204.1,69.1
1235,865722705,Alan,Fernberg,M,165.1,79.0
1236,750348948,Gordon,Crosby,M,171.5,70.4
1237,656278491,Johnny,Do,M,254.5,61.8
1238,712584999,David,Michel,M,202.7,83.2
1239,881208879,Larry,Joiner,M,202.2,61.8
1240,494164424,Adam,Hendrix,M,250.8,65.3
1241,326085795,Charles,Mcintyre,M,199.5,78.9
1242,538193752,Freddie,Forde,M,242.4,69.2
1243,702313567,Raymond,Leal,M,186.9,65.0
1244,402962639,Jared,Reynolds,M,211.0,63.5
1245,489845980,Timothy,Ruiz,M,210.2,70.7
1246,994558122,Nathan,Merrell,M,267.6,69.5
1247,969463188,Christopher,Guinane,M,219.6,63.4
1248,371912479,Nick,Moore,M,167.7,67.5
1249,561534393,Eugenio,Hoffmann,M,189.9,72.7
1250,144222224,Manuel,Robinson,M,265.3,66.6
1251,568281963,Brett,Robinson,M,258.4,68.9
1252,272536545,John,Vigil,M,216.9,72.7
1253,709274903,Arthur,Terrio,M,172.1,74.3
1254,871955435,Kyle,Crouch,M,189.1,68.8
1255,764095329,Henry,Stelter,M,159.6,82.2
1256,994211750,Chas,Watkins,M,216.3,66.6
1257,776672808,Rogelio,Medley,M,187.3,67.0
1258,858654803,Shane,Dorsey,M,248.1,78.0
1259,736207183,Roger,Kahn,M,227.3,80.4
1260,947150510,Barney,Spry,M,221.4,62.8
1261,399744843,Michael,Martino,M,262.8,69.8
1262,476583146,Steve,Pierce,M,181.1,62.8
1263,241410976,Steven,Mclendon,M,259.9,63.3
1264,235498532,Arthur,Smith,M,233.1,78.4
1265,914188282,Emery,Duncan,M,159.7,65.3
1266,920028295,Scott,Bradshaw,M,252.3,65.7
1267,653898164,Thomas,Wang,M,231.4,82.7
1268,585500553,William,Balderas,M,256.2,75.9
1269,876352304,Mark,Mangon,M,179.0,80.3
1270,762639825,Neil,Shoals,M,174.7,59.7
1271,759188526,Jimmie,Tran,M,185.5,81.6
1272,609067758,Wilbur,Calvillo,M,180.9,62.2
1273,340471428,Alex,Hood,M,197.3,63.8
1274,277609865,Gary,Witherspoon,M,272.6,59.9
1275,324009953,Arthur,Cavallo,M,268.1,72.8
1276,919782073,Gerard,Marino,M,227.1,63.6
1277,930571731,Jason,Konecny,M,270.0,69.6
1278,462790872,Travis,Johnson,M,254.8,72.8
1279,354292561,Roderick,Sheppard,M,214.5,70.7
1280,716490209,Andrew,Buntrock,M,232.3,62.5
1281,464809038,Jeff,Runyon,M,225.9,78.2
1282,344538426,Stephen,Wentz,M,202.9,78.3
1283,641091119,Robert,Botelho,M,158.6,83.4
1284,237712426,Irving,Lopez,M,248.3,64.4
1285,300432728,Thomas,Melby,M,262.2,73.9
1286,499374437,Matthew,Rose,M,237.5,79.4
1287,786744232,Nicholas,Veloz,M,246.3,61.2
1288,883444931,Alexander,Butler,M,210.0,72.2
1289,777644119,Levi,Sansone,M,207.1,71.3
1290,122055105,James,Powell,M,182.7,71.9
1291,412031719,George,Stewart,M,233.1,75.9
1292,953385704,Christian,Spencer,M,166.6,68.6
1293,194274601,Josh,Williams,M,237.7,78.7
1294,651301840,Carl,Melgarejo,M,239.4,74.0
1295,544998191,Alexander,Briggs,M,199.0,64.9
1296,118848111,James,Glory,M,240.5,62.9
1297,305513166,Jose,Metzler,M,271.3,71.7
1298,580096420,Jerry,Westrick,M,160.2,80.7
1299,408307470,Thomas,Chaney,M,179.6,59.8
1300,524243443,Bobby,Cesena,M,210.7,73.3
1301,352569471,James,Cornejo,M,268.6,70.2
1302,176613100,Jesus,Rush,M,191.5,68.1
1303,585093227,Howard,Farrow,M,251.6,65.7
1304,565459475,Anthony,Mcdevitt,M,215.1,73.6
1305,879187842,Robert,Greer,M,168.9,75.8
1306,110804810,James,Gray,M,237.7,81.4
1307,657192340,Mack,Kinney,M,164.4,67.3
1308,948952923,Luis,Strickland,M,183.4,59.5
1309,972563028,Rodney,Crist,M,208.0,62.9
1310,966732091,Fletcher,Osborne,M,207.9,67.9
1311,654697046,James,Benz,M,232.3,76.5
1312,819307408,James,Presley,M,211.6,78.2
1313,107666638,Claude,Limbo,M,252.9,76.8
1314,520444690,Troy,Weakland,M,160.3,83.4
1315,349672421,Harold,Alford,M,250.4,62.8
1316,608065033,Harold,Brazzle,M,217.7,79.8
1317,135492743,Michael,Coley,M,206.3,77.2
1318,900208047,Chester,Lopez,M,171.3,84.0
1319,600802661,David,Harrelson,M,251.4,81.5
1320,915213069,Stephen,Shaw,M,195.2,77.5
1321,736376042,Arnulfo,Necaise,M,178.4,80.8
1322,241962139,David,Gordon,M,165.2,63.4
1323,546916949,David,Hester,M,231.0,62.6
1324,448132520,Henry,Ranalli,M,252.6,72.9
1325,300902498,Paul,Leven,M,216.6,82.4
1326,185894853,Michael,Barrow,M,159.3,74.7
1327,799893146,David,Cronin,M,187.7,69.5
1328,439719166,Eric,Miller,M,156.3,79.5
1329,633631950,Zack,Garza,M,235.7,59.5
1330,472824561,Curtis,Sandate,M,169.5,83.8
1331,794256145,Willie,Cushman,M,237.9,66.3
1332,904453264,Bruce,Rabil,M,224.3,62.9
1333,262261266,Elvin,Miller,M,257.7,77.3
1334,150299863,David,Robins,M,209.2,80.1
1335,712399576,Doyle,Banuelos,M,185.5,78.6
1336,365095073,Michael,Snyder,M,184.9,71.4
1337,439445520,Joseph,Rosiles,M,160.5,78.2
1338,551088092,Marco,Morris,M,205.8,69.0
1339,711564221,Dean,Owens,M,234.5,83.6
1340,541088569,Daniel,Taylor,M,260.4,68.7
1341,655154310,Thomas,Menzel,M,198.7,76.7
1342,876756423,Cristobal,Brueggeman,M,274.5,77.5
1343,782733132,Joseph,Mccleary,M,215.6,80.9
1344,952742829,Raymond,Rogers,M,251.5,78.4
1345,257724076,Michael,Warden,M,245.2,81.8
1346,789913691,Daniel,Lang,M,166.2,82.8
1347,648774243,James,Thomas,M,273.7,72.0
1348,506308028,Elmer,Hyatt,M,232.4,66.8
1349,654513545,Clayton,Howarter,M,171.0,80.5
1350,511840469,Genaro,Ramirez,M,278.8,67.3
1351,663486080,Steven,Romero,M,204.7,80.8
1352,566982875,Sean,Dick,M,169.5,72.9
1353,676304072,Lee,Marlow,M,201.1,80.6
1354,557639449,Luis,Moore,M,169.7,81.7
1355,798435011,Robert,Milam,M,256.5,77.2
1356,317558347,Gerard,Mccloud,M,274.3,65.0
1357,342188928,Walter,Workman,M,223.8,65.0
1358,256042810,Tony,Gober,M,237.4,59.5
1359,954903719,Daniel,Carroll,M,167.0,61.5
1360,285746512,Vernon,Guyton,M,156.2,81.7
1361,527244640,Charles,Olson,M,271.5,68.4
1362,519803892,Harry,Davis,M,235.8,59.6
1363,393228238,William,Wright,M,174.1,65.9
1364,560716864,Jeffery,Jones,M,238.7,71.4
1365,987345551,Ryan,Kerwood,M,252.1,64.7
1366,227602483,Bill,Mcdowell,M,213.1,64.6
1367,765619270,Steven,Needleman,M,159.3,69.7
1368,739483529,Joseph,Garcia,M,198.3,66.4
1369,509327281,Willard,Kurohara,M,269.0,60.5
1370,160260984,Scott,Davis,M,237.5,63.2
1371,809309606,Vernon,Curtice,M,173.7,72.9
1372,134386287,Robert,Nigro,M,168.6,67.4
1373,763074811,Jimmy,Whitaker,M,222.8,63.9
1374,454590112,Sean,Kidd,M,159.2,83.8
1375,302796307,George,Goforth,M,217.5,68.8
1376,498974958,Michael,Randolph,M,187.0,66.3
1377,810825070,Manuel,Mccaffrey,M,229.1,83.5
1378,461619434,Juan,Brown,M,252.4,78.0
1379,883563822,Gregory,Fleenor,M,236.2,81.8
1380,889616978,Jose,Reeves,M,194.7,83.1
1381,412360538,Barry,Williams,M,246.5,67.1
1382,953868018,Leonard,Oppenheim,M,238.7,64.5
1383,193286594,Michael,Williams,M,207.5,79.4
1384,327312024,Robert,Haydock,M,245.1,74.0
1385,666431123,Timothy,Young,M,279.2,70.8
1386,735206934,Joseph,Boyle,M,215.8,68.6
1387,652649854,Kevin,Hohman,M,196.3,63.6
1388,675057849,Edward,Tuggle,M,225.5,60.4
1389,897802902,Joseph,Roberson,M,217.7,75.5
1390,476837191,Marion,Mcminn,M,154.2,78.8
1391,804545556,Amos,Bates,M,174.4,80.2
1392,449047379,Kevin,Shell,M,272.8,75.5
1393,846935885,Christopher,Middleton,M,278.4,64.4
1394,575323234,Charles,Wallace,M,174.1,66.9
1395,903097996,Phillip,Yee,M,183.8,70.7
1396,188013865,Larry,Camps,M,254.7,84.0
1397,151799336,Eric,Shook,M,254.4,79.4
1398,945175431,Justin,Duffy,M,212.2,61.0
1399,312077614,James,Nelson,M,167.6,83.7
1400,971384679,Freddie,Sanchez,M,278.3,83.5
1401,146202137,Thomas,Colon,M,185.7,71.3
1402,489680900,Walter,Sargent,M,189.7,78.1
1403,161608193,Tim,Walker,M,157.2,72.8
1404,469448076,Edwin,Lute,M,166.1,84.1
1405,573586710,Aldo,Northern,M,237.8,82.5
1406,792091072,Thomas,Fite,M,231.8,63.3
1407,416338864,Roger,French,M,209.1,68.7
1408,590374711,Tracey,Warren,M,178.5,80.7
1409,364438099,Julio,Reeder,M,226.1,83.5
1410,171741457,Richard,Blossom,M,191.4,67.7
1411,769179432,Rafael,Brown,M,268.6,68.8
1412,711370874,Gordon,Valentine,M,170.6,72.8
1413,535947072,Ernest,Grignon,M,170.4,71.3
1414,190452934,Tim,Wise,M,208.2,66.2
1415,858416504,Rich,Collins,M,205.3,68.4
1416,313564093,Maurice,Mullins,M,227.8,71.2
1417,923249730,Leonard,Saldana,M,217.3,83.0
1418,940894079,Milton,Ng,M,241.2,71.9
1419,372808970,Francisco,Lee,M,218.9,60.3
1420,674608428,William,Decesare,M,280.0,77.0
1421,374444495,Jeffrey,Zuniga,M,270.4,67.3
1422,693391261,Dan,West,M,160.3,77.8
1423,724129695,Dale,Holt,M,219.7,81.6
1424,161859617,Robert,Johnson,M,213.2,70.9
1425,465934716,Gilberto,Gray,M,273.4,69.7
1426,378327930,Dean,Pineda,M,162.6,80.1
1427,281659019,Elwood,Eaton,M,270.7,78.0
1428,498775330,Alfred,Leitheiser,M,178.6,75.8
1429,837500473,Kevin,Martin,M,242.9,78.1
1430,663917621,Lance,Tate,M,201.0,72.5
1431,881699064,Alfred,Henry,M,220.6,83.3
1432,554879399,James,Albert,M,251.9,82.9
1433,770319353,Ellsworth,Mosley,M,235.8,78.2
1434,210881990,Dan,Anderson,M,181.5,59.7
1435,591792746,Clay,Price,M,230.5,67.8
1436,735532859,John,Murray,M,257.9,71.0
1437,733558204,Eduardo,White,M,189.7,72.5
1438,462318717,Steven,Weinhold,M,182.0,68.1
1439,938577564,Louis,Gonzales,M,181.0,72.4
1440,875330948,Salvatore,Schwartz,M,179.5,76.4
1441,744083596,Thomas,Thompson,M,221.9,78.6
1442,143449917,Roger,Johnson,M,213.7,69.8
1443,477771431,Robert,Igel,M,214.3,69.8
1444,259952418,Christopher,Richards,M,233.6,82.2
1445,522348772,Dwight,Gottlieb,M,156.3,68.6
1446,550174331,Bobby,Beasley,M,253.0,67.6
1447,499667115,Albert,Jackson,M,257.7,71.9
1448,308836711,Kyle,Crawford,M,269.7,66.4
1449,574777767,Thomas,Kreisher,M,171.0,61.0
1450,161496645,Joseph,Kunz,M,238.3,68.1
1451,802301226,Mike,Wilson,M,180.4,70.4
1452,965867573,Leopoldo,Kline,M,275.6,78.5
1453,543188271,Harold,Perrone,M,269.5,83.3
1454,422920138,Dennis,Martin,M,154.5,77.2
1455,241505202,Donald,Ruiz,M,169.1,82.0
1456,869084768,Victor,Grubb,M,246.2,69.8
1457,519324965,Ray,Lewis,M,169.7,60.4
1458,325655160,Richard,Collins,M,186.2,66.8
1459,367058208,James,Hauser,M,236.9,68.5
1460,567591732,George,Nordquist,M,230.1,75.3
1461,965347987,Charles,Shary,M,218.5,67.8
1462,234385762,Michael,Fritz,M,155.7,66.5
1463,605052574,Colin,Turk,M,189.0,74.4
1464,615610347,Raul,Laidlaw,M,229.6,80.1
1465,678666417,James,Baran,M,168.4,68.3
1466,939575456,Merle,Patterson,M,216.1,80.9
1467,196861315,Ricky,Eatmon,M,192.2,76.9
1468,972593385,Manuel,Taylor,M,253.1,81.9
1469,864827108,Michael,Akers,M,203.2,74.9
1470,778392764,James,Silverman,M,233.9,67.4
1471,579183118,Gene,Massey,M,255.2,81.4
1472,925680741,Ignacio,Finch,M,250.2,73.2
1473,899906755,Andy,Landfair,M,190.4,74.2
1474,416620020,Lucas,Dupre,M,187.9,73.0
1475,955064604,Robert,Lewis,M,213.4,81.8
1476,344345691,Zachary,Berry,M,258.9,73.8
1477,761611703,Antonio,Jordan,M,277.3,81.5
1478,208775862,Robert,Snowden,M,219.9,82.7
1479,941834434,Jared,Crane,M,183.1,77.2
1480,804151659,Richard,Williams,M,252.7,65.2
1481,742006520,Donald,Clarke,M,280.8,74.2
1482,732058380,Luis,Wallace,M,157.6,83.8
1483,818392731,Ryan,Haynes,M,177.4,83.0
1484,150590253,Howard,Ziegler,M,219.1,82.5
1485,695063571,Frank,Mcneill,M,174.4,76.8
1486,779081698,Leon,Dwyer,M,219.7,81.5
1487,415076654,Gerald,Wright,M,183.2,59.9
1488,111613271,Steve,Gonzalez,M,165.0,59.9
1489,236679847,Michael,Blanton,M,200.2,67.6
1490,226573300,Anthony,Robinson,M,208.0,60.7
1491,896928494,Luis,Vargas,M,189.9,79.8
1492,939948127,Howard,King,M,159.2,66.7
1493,299803946,Gerald,Schramm,M,245.9,66.3
1494,289751616,Steve,Mckinney,M,263.4,82.9
1495,700214322,Mark,Northcutt,M,214.7,72.6
1496,644040244,Randolph,Collins,M,155.9,81.0
1497,482696348,Alfred,Bowen,M,166.4,64.0
1498,585962618,Garland,Holcomb,M,262.3,82.6
1499,958062225,Kenneth,Myrick,M,181.1,66.9
1500,755535799,George,Wakefield,M,264.0,68.7
1501,941576289,Don,Rose,M,214.1,65.2
1502,649376961,Donald,Hauser,M,165.7,80.9
1503,793518744,Michael,Ford,M,275.7,77.8
1504,337402050,Keith,Spencer,M,237.5,82.6
1505,894599932,David,Taylor,M,247.5,60.6
1506,766047178,Richard,Shyne,M,264.3,80.8
1507,980256004,Samuel,Mayberry,M,224.7,78.2
1508,804933498,Mike,Magnuson,M,279.1,79.8
1509,490762013,Billy,Sanders,M,181.1,67.0
1510,407951728,Jerry,Kelly,M,247.0,67.7
1511,259595340,David,Gingras,M,235.8,82.6
1512,395134366,Patrick,Stull,M,190.6,80.2
1513,332890533,Raul,Steen,M,262.0,82.6
1514,871705321,William,Johnson,M,218.3,81.3
1515,630215164,Forrest,Guedjian,M,229.2,60.2
1516,115845913,Mark,Poppel,M,229.1,83.7
1517,541388379,Joe,Wilson,M,158.0,83.8
1518,741042028,Richard,Walker,M,163.2,71.1
1519,215493158,Robert,Shaw,M,248.3,80.7
1520,493554834,Randall,Rivera,M,279.9,80.0
1521,613993933,Robert,Shepard,M,232.1,59.6
1522,661357367,David,Cook,M,201.5,66.7
1523,332647956,Edward,Horton,M,218.7,76.1
1524,252502311,Danny,Sims,M,234.5,66.5
1525,263822969,Ronald,Short,M,224.3,65.8
1526,678277689,Austin,Borland,M,168.0,72.8
1527,357948974,David,Diaz,M,184.7,78.5
1528,667996989,Milton,Bowie,M,273.4,63.1
1529,619345757,Joe,Durr,M,254.6,65.7
1530,841580963,Ned,Thornton,M,179.9,74.8
1531,400766624,Edward,Lockman,M,179.7,83.1
1532,863718307,Juan,Price,M,173.6,66.5
1533,507346336,Wallace,Lee,M,264.5,74.6
1534,376739542,John,Whitlock,M,240.1,60.9
1535,977277995,Steve,Stohlton,M,221.3,63.9
1536,949608457,Anthony,Graham,M,236.9,61.3
1537,192946271,Donald,Godbee,M,238.3,64.3
1538,889581110,Wilfred,Schooley,M,274.9,69.4
1539,227645892,Scott,Barclay,M,248.4,75.9
1540,328477357,Bobby,Dalton,M,192.4,65.8
1541,288968844,Ron,Davis,M,181.2,81.3
1542,369749578,Jason,Guerrero,M,188.8,82.5
1543,821893163,Glenn,Gray,M,194.7,79.6
1544,151484745,Michael,Eddins,M,277.3,65.7
1545,841464966,Edward,Greer,M,217.8,70.4
1546,262253939,Kenneth,Kirby,M,187.9,60.0
1547,736628051,Robert,Weaver,M,179.0,61.4
1548,447477136,Chuck,Lantz,M,197.1,66.1
1549,954715040,James,Shumay,M,219.1,82.9
1550,594420304,Dennis,Cassiano,M,254.2,83.0
1551,317065255,Marco,Moore,M,261.7,71.4
1552,850357216,Philip,Williams,M,264.7,67.8
1553,200697225,Michael,Mccrossen,M,260.6,83.7
1554,176034676,Louis,Smith,M,186.8,76.7
1555,782604261,Joe,Burks,M,275.0,83.3
1556,825777901,Marcos,Thomas,M,190.6,76.5
1557,200789948,Miles,Updike,M,217.6,77.9
1558,537175990,Floyd,Zappulla,M,190.0,83.8
1559,510644533,Wallace,Heidt,M,278.2,82.1
1560,155338126,Seth,Coulter,M,197.2,71.5
1561,216665789,Nigel,Salyer,M,154.7,72.0
1562,941974657,James,Hillian,M,205.8,59.8
1563,152841587,Rick,Hellinger,M,228.2,65.4
1564,521148743,Matthew,Watlington,M,279.9,65.7
1565,310234698,Roger,James,M,241.7,64.5
1566,608896063,Lonnie,Urbancic,M,265.2,59.5
1567,323312971,Daniel,Boyd,M,257.1,76.0
1568,998307973,Barney,Howell,M,194.6,62.0
1569,358406092,Thomas,Thornton,M,278.7,60.7
1570,668307152,Charles,Cantave,M,186.7,83.5
1571,428674127,Anthony,Loftin,M,266.4,65.1
1572,499293197,Mark,Carr,M,242.4,81.7
1573,311273269,Brad,Johnson,M,249.7,82.9
1574,204161117,Robert,Aaron,M,267.7,71.7
1575,117551501,Rudolph,Johnson,M,243.0,72.2
1576,628598300,Mathew,Honeycutt,M,218.7,69.6
1577,542911119,Bernard,Shaffer,M,161.0,63.5
1578,603935267,Doug,Bachtold,M,216.1,83.8
1579,840486955,Allen,Johnson,M,259.8,70.7
1580,847861724,Eddie,Anderson,M,187.9,68.1
1581,317127111,Andrew,Gentry,M,162.0,82.9
1582,852508926,Robert,Cherrington,M,171.3,66.1
1583,593189288,Matthew,Mccain,M,190.5,66.3
1584,802367666,Philip,Webster,M,262.1,72.8
1585,364937539,Lee,Koverman,M,172.6,78.0
1586,832544797,William,Sellers,M,192.6,83.0
1587,944064663,James,Moore,M,267.4,66.9
1588,938849036,Charles,Gorton,M,203.0,82.3
1589,383841289,Adam,Myers,M,168.7,59.7
1590,454408736,Aaron,Tracy,M,168.3,68.5
1591,694230220,Jeffrey,Enoch,M,173.9,76.5
1592,792448183,Walter,Mccowan,M,155.9,63.1
1593,250186669,Mckinley,Blanco,M,156.8,83.9
1594,651448299,Christopher,Otero,M,234.0,62.1
1595,520905979,Tony,Najera,M,260.0,60.1
1596,592160883,Gerardo,Herrara,M,220.2,67.9
1597,640355004,Gabriel,Miser,M,244.1,67.0
1598,979815891,Jerome,Brown,M,164.3,69.7
1599,933513073,Walter,Hansen,M,250.4,80.9
1600,975910573,Daniel,Rosario,M,276.8,78.5
1601,229626169,Gerald,Williams,M,247.5,72.3
1602,508770213,Troy,Krepps,M,269.5,82.9
1603,389024343,Francisco,Case,M,189.3,80.2
1604,260797962,Jerry,Mummert,M,187.8,82.4
1605,547458586,Ralph,Moore,M,224.5,65.8
1606,275608498,Derek,Jackson,M,227.9,68.6
1607,976128211,Edward,Ornelas,M,210.3,63.2
1608,703830853,Mary,Alonzo,M,262.7,82.5
1609,128329453,Peter,Hollyfield,M,189.2,67.7
1610,585535386,Lloyd,Rockett,M,155.4,83.6
1611,320614701,Floyd,Shipp,M,260.6,77.8
1612,959946093,Leslie,Brecht,M,271.4,68.4
1613,475149951,Jesus,Won,M,218.3,77.3
1614,824857250,Ricardo,Nwachukwu,M,167.5,71.8
1615,212135896,Andre,Nelson,M,275.1,63.7
1616,978082715,Chris,Sewell,M,215.1,64.3
1617,792588116,Allen,Wahl,M,231.5,82.0
1618,593250967,Anthony,Long,M,271.4,80.9
1619,143463912,Colin,Anderson,M,181.3,76.2
1620,809066560,Charles,Harvey,M,171.1,79.2
1621,957823257,Robert,Simpson,M,221.4,69.3
1622,231235153,Daniel,Chalender,M,231.6,61.1
1623,978075370,Louis,Long,M,168.4,69.5
1624,923670730,William,Mullis,M,211.9,79.6
1625,945999467,Michael,Stinson,M,177.3,72.7
1626,543156969,Sean,Schaaf,M,178.0,73.9
1627,290211194,Richard,Reeder,M,235.2,80.8
1628,997490956,John,Wheeler,M,207.3,64.5
1629,340528285,Jimmy,Mackenzie,M,199.6,77.8
1630,646733793,Donald,Shallenberger,M,274.7,75.5
1631,399186163,Walter,Fralin,M,253.8,72.0
1632,686567674,Victor,Brown,M,179.3,68.9
1633,204242828,Louis,Padilla,M,200.7,76.4
1634,492857447,William,Alexander,M,262.3,67.4
1635,710235225,Jose,Gamache,M,218.3,80.7
1636,597752542,Monty,Keene,M,263.4,66.4
1637,939965532,Harley,Patterson,M,189.8,73.8
1638,958453864,George,Dennis,M,165.8,77.1
1639,359153326,David,Kimberling,M,198.8,78.8
1640,849307256,Kevin,Digiovanni,M,212.1,62.7
1641,583075132,Gordon,Garnica,M,277.2,60.4
1642,448072724,Peter,Burt,M,252.6,64.5
1643,791236445,Billy,Swearengin,M,181.6,60.1
1644,285776280,Robin,Ringel,M,254.8,70.2
1645,532064142,William,Reuter,M,154.8,65.6
1646,436438904,David,Langenfeld,M,265.3,68.1
1647,634412651,Ramon,Strode,M,236.3,66.9
1648,575425147,Jason,Stanley,M,208.6,66.7
1649,976939314,Stephen,Bruff,M,239.0,66.1
1650,559011438,Mark,Couch,M,240.0,72.8
1651,772739002,John,Moon,M,154.5,60.9
1652,246953536,Dennis,Elliott,M,232.9,65.4
1653,951012068,Kenneth,Parham,M,215.7,62.9
1654,622780093,Vincent,Rodriguez,M,237.7,65.5
1655,557780092,Abraham,Boykin,M,167.7,74.7
1656,102755896,James,Hayes,M,275.8,72.9
1657,880297105,Andrew,Mccann,M,272.4,67.4
1658,513845301,Keith,Goddard,M,183.1,65.0
1659,460746420,Shawn,Thrash,M,180.6,75.8
1660,839589528,Robert,Kinsley,M,268.1,82.9
1661,860408417,Courtney,Wilson,M,210.9,82.2
1662,469243579,Lamar,Gray,M,157.3,66.3
1663,637187462,Lawrence,Crandle,M,207.0,76.9
1664,185191287,Ronald,Brown,M,241.9,82.9
1665,350056464,Donald,Scranton,M,177.2,71.7
1666,270297726,David,Campbell,M,253.9,82.7
1667,421791322,Randy,Cortez,M,158.4,66.2
1668,706134989,Mary,Cropsey,M,221.5,65.4
1669,868399162,Russell,Goodstein,M,211.9,63.8
1670,145721666,Ernest,Oshima,M,224.1,77.3
1671,902309622,Earnest,Sloan,M,214.2,59.7
1672,463074283,Omar,Corea,M,259.9,83.2
1673,250624099,Douglas,Williams,M,175.2,83.0
1674,689217300,Franklin,Bergren,M,269.4,69.0
1675,878953951,George,Rhyner,M,253.9,63.8
1676,443688794,Jose,King,M,221.5,72.1
1677,630309820,Roger,Mckittrick,M,266.5,78.5
1678,669898483,Leland,Cintron,M,259.7,66.6
1679,611676556,Tom,Derosier,M,162.0,82.8
1680,811108939,Thomas,Brown,M,245.6,78.4
1681,953483314,Adam,Griggs,M,205.9,71.9
1682,839694884,Bobby,Allen,M,240.6,64.5
1683,639780595,Kenneth,Lee,M,259.8,69.3
1684,257491624,Gabriel,Inman,M,196.5,64.6
1685,286142091,Joseph,Brown,M,205.8,83.5
1686,268929189,John,Thompson,M,199.9,62.2
1687,979847532,Daniel,Ohare,M,207.5,81.4
1688,176168258,Harold,Adragna,M,223.4,61.9
1689,262240451,Gregory,Hannah,M,169.1,74.5
1690,837741353,Ray,James,M,229.1,74.6
1691,694499730,Ernest,Adams,M,250.6,64.6
1692,613029597,Tyler,Dial,M,234.1,59.6
1693,119607327,Robert,Adams,M,270.3,75.1
1694,604752642,Christopher,Ross,M,178.4,83.6
1695,501701764,George,Macomber,M,246.8,67.9
1696,638911569,Donn,Conway,M,222.6,73.5
1697,578114980,Art,Carter,M,158.6,77.4
1698,657542545,Javier,Debois,M,156.6,63.7
1699,566090287,Shelton,Brumley,M,200.6,67.5
1700,318524616,Anthony,West,M,207.9,61.5
1701,283963430,Charles,Peacock,M,264.9,78.6
1702,945555850,Carlos,Wilder,M,168.2,60.7
1703,440042658,Michael,Pawlak,M,225.4,60.7
1704,330122497,Michael,Pence,M,189.2,60.1
1705,741781475,Thomas,Crafton,M,224.7,59.5
1706,959766948,Stephen,Payan,M,193.2,70.3
1707,381438479,John,Morton,M,279.9,71.0
1708,155640709,Raymond,Keeney,M,188.7,66.0
1709,773764630,Jimmy,Gross,M,154.2,66.8
1710,190394072,George,Bushby,M,192.4,80.0
1711,557877736,James,Norman,M,183.4,63.5
1712,516035656,James,Smith,M,221.2,59.6
1713,315528773,Nelson,Allison,M,262.3,62.8
1714,436574812,John,Meredith,M,173.0,79.9
1715,688427895,Robert,Arabian,M,203.3,76.0
1716,756493234,Matthew,Mceachin,M,278.8,72.0
1717,674112852,Bruce,Delong,M,268.8,75.3
1718,818678979,Shad,Merritt,M,240.8,63.2
1719,659484887,Virgil,Conner,M,168.6,81.4
1720,849351923,John,Bush,M,217.6,78.1
1721,855167901,Michael,Giles,M,266.9,75.9
1722,415493642,Joseph,Garza,M,188.5,60.5
1723,777270821,Richard,Buckingham,M,176.0,66.2
1724,566394729,Peter,Williams,M,156.2,82.9
1725,963275295,James,Schweitzer,M,233.6,70.6
1726,773551073,Frank,Luppino,M,258.5,80.9
1727,659202651,Rory,Sanders,M,274.8,72.5
1728,301587753,Jerry,Sutton,M,268.8,83.1
1729,899279170,Otto,Stobb,M,192.7,82.0
1730,386855156,Thomas,Bowie,M,221.4,76.0
1731,793325313,Timothy,Hattub,M,157.8,67.0
1732,800210292,Michael,Coleman,M,179.6,65.8
1733,512030716,Juan,Mayeux,M,257.7,74.5
1734,394168564,George,Peeples,M,251.9,65.8
1735,442065180,Paul,Remy,M,167.6,64.4
1736,396114449,John,Moorefield,M,232.4,78.7
1737,207788608,Jose,Miller,M,155.4,67.3
1738,941047296,Jeffrey,Dalrymple,M,171.0,59.4
1739,981733874,Steve,Acquaviva,M,167.6,60.6
1740,275215312,Edward,Peters,M,175.7,74.0
1741,889622303,Charles,Gough,M,274.6,69.0
1742,261403271,Paul,Jones,M,208.4,66.8
1743,740605434,John,Nix,M,229.9,70.0
1744,684605900,Elmer,Haskett,M,260.0,61.3
1745,643064339,Joseph,Fischer,M,180.5,73.4
1746,814574855,Miles,Sheikh,M,263.2,60.8
1747,468871343,Greg,Katz,M,219.7,61.3
1748,481868074,Jon,Lucero,M,266.5,77.3
1749,775154162,John,Burns,M,263.2,63.0
1750,181942423,Edward,Cavanagh,M,240.5,64.4
1751,734035078,James,Tate,M,178.1,82.8
1752,830783079,Jose,Machado,M,183.8,63.0
1753,626841669,Frank,Young,M,201.9,69.0
